1,65536,65536,0.0029862630000000003,0.006777363000000001,0.00010799500000000001,0.004128944,0.002012734,0.004038525,0.44062314501967803,0.026155598138410212,0.49838344445063476
2,131072,65536,0.016727193,0.038280385,0.000134995,0.009380953000000001,0.018117142000000003,0.035152909,0.4369651193424518,0.014390328999622958,0.5153810172580596
3,196608,65536,0.039005011,0.050531525,9.0661e-05,0.010857195,0.036948992,0.047004961000000005,0.7718945945130292,0.008350315159670616,0.7860657942041479
4,262144,65536,0.065311545,0.06282542,0.00010220800000000001,0.009869261,0.071906014,0.059614487,1.0395719598850273,0.010356195869173994,1.2061835573624915
5,327680,65536,0.10690748300000001,0.076234172,0.00010242600000000001,0.014201697000000001,0.10071289,0.068600995,1.402356452431857,0.007212236678475819,1.468096636207682
6,393216,65536,0.10581324,0.0803136,0.000130722,0.012634969000000001,0.125557458,0.07519445100000001,1.3175008964857757,0.010346048336169245,1.6697702600421938
7,458752,65536,0.13295780000000001,0.10720289000000001,0.00011588000000000001,0.012203708,0.163926696,0.094983329,1.2402445493773535,0.009495474654096935,1.7258470273241318
8,524288,65536,0.17057944,0.10782604900000001,0.00020021200000000001,0.01290424,0.217240113,0.09542866600000001,1.5819872988205288,0.01551521050445435,2.2764659939813052
9,589824,65536,0.22372092300000002,0.11633626100000001,0.00024808,0.012748800000000001,0.209179993,0.105794526,1.9230540940283443,0.019459086345381526,1.9772288880050373
10,655360,65536,0.250932009,0.12822993300000002,0.00027986600000000003,0.017496187,0.24103002,0.11647405100000001,1.9568910560064003,0.015995828119578285,2.0693881420849696
11,720896,65536,0.30080065100000003,0.143336079,0.000275856,0.019829145000000003,0.287788794,0.130902327,2.098568993226053,0.013911643694168354,2.198500214591296
12,786432,65536,0.25877110200000003,0.138720442,0.00029707400000000004,0.017747429000000002,0.25801922,0.12125184000000001,1.865414341744961,0.016738987940168686,2.1279612746495227
13,851968,65536,0.37153796,0.121719224,0.000422358,0.018915738,0.351136434,0.095524628,3.052418079826076,0.02232839131098136,3.6758733465049453
14,917504,65536,0.357411016,0.152450534,0.000369791,0.019603245000000002,0.380409145,0.11153784500000001,2.3444392526693285,0.018863764647128575,3.41058360057073
15,983040,65536,0.44070442400000004,0.17252533,0.00047642800000000004,0.016913665,0.395040695,0.146900731,2.554433160626327,0.028168229653360168,2.6891676597579353
16,1048576,65536,0.463681938,0.162825136,0.00042732,0.015325639,0.39601138700000005,0.131654778,2.847729468501718,0.027882687305893085,3.007953019373137
